Sl. No,Polling Station No,emaN Thozhilalarkal Katchi,Party Indiar Naam NTK,srotcelE Makkal Amma S AMMK,OT Needhi Kazagam Makkal MNM,EHT MNM,EVITALSIGEL rudnehcuriT... IND,R IND,IND,.... P.S.J IND,IND,IND,S IND,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
127,100,208,106,83,1,0,1,2,0,0,0,0,0,0,0,0,401,0,0,401,0
128,101,222,226,52,0,0,8,4,1,0,0,1,0,1,0,1,516,0,4,520,0
129,101(A),272,265,27,0,2,7,2,1,0,0,3,1,1,0,2,583,0,1,584,0
130,102,257,283,25,1,0,7,3,1,0,0,1,1,0,0,4,583,0,6,589,0
131,103,163,161,35,0,0,4,3,0,0,0,1,0,1,0,2,370,0,2,372,0
132,103(A),172,223,19,0,2,1,5,0,0,0,0,0,1,0,0,423,0,1,424,0
133,104,242,131,61,0,0,6,6,1,0,0,0,0,0,0,0,447,0,2,449,0
134,104(A),313,154,44,0,2,9,10,0,0,0,0,0,0,0,1,533,0,1,534,0
135,105,122,171,26,0,0,32,6,0,0,0,1,0,0,0,1,359,0,5,364,0
136,105(A),164,151,27,0,1,24,6,1,0,0,0,0,0,1,1,376,0,2,378,0
137,106,449,32,72,0,0,8,6,1,0,0,1,1,0,0,0,570,0,3,573,0
138,107,443,88,49,0,2,11,6,0,0,0,0,1,0,0,0,600,0,4,604,0
139,108,172,229,68,0,0,6,2,0,0,0,1,0,0,0,0,478,0,4,482,0
140,108(A),239,245,33,0,2,7,0,0,0,0,2,0,1,1,0,530,0,2,532,0
141,109,492,194,50,0,2,17,7,1,0,0,0,0,1,0,0,764,0,7,771,0
142,110,159,113,28,0,1,10,13,0,0,0,0,0,2,0,0,326,0,2,328,0
143,110(A),182,121,24,0,0,6,12,0,0,0,0,1,2,0,0,348,0,3,351,0
144,111,278,102,116,0,0,4,12,0,1,0,0,0,1,0,1,515,0,6,521,0
145,111(A),317,111,55,0,1,2,11,0,1,0,0,0,0,0,2,500,0,5,505,0
146,112,234,26,18,0,0,6,2,0,0,0,0,0,0,0,0,286,0,0,286,0
147,112(A),437,23,22,0,0,6,0,0,0,0,2,0,0,0,0,490,0,2,492,0
148,113,546,11,12,0,0,13,3,0,0,0,0,1,0,0,0,586,0,0,586,0
149,114,381,68,88,0,3,12,1,0,0,0,0,1,1,0,0,555,0,0,555,0
150,114(A),414,71,65,0,1,4,2,0,0,0,0,1,1,0,0,559,0,0,559,0
151,115,313,10,33,0,1,12,1,0,0,0,0,0,0,0,0,370,0,1,371,0
152,115(A),443,10,22,0,0,12,2,1,0,0,0,0,0,0,0,490,0,0,490,0
