Sl. No,Polling Station No,C Raghu Party Samaj Bahujan,Hussain H Bakshq Abid of (Athawale) Party Republican India,L M Ravi Katchi Makkal Sakthi Desiya,A V A Kassali Makkal Katchi Paatali,Tabrez Party Sultan Tipu,K Idris Mohammed Jananayaka Katchi Indiya,Rioz Mohamed Katchi Makkal Arasiyal Anaithu,M S Jayasimmaraja Katchi Tamilar Naam,K Anandan Independent,C Kannan Independent,P Ganesan Independent,S Krishnadasan Independent,S Chandranathan Independent,Srinivasan Independent,H Kumar Senthil Independent,P Dilliraj Independent,Nagarajan Independent,K Balaji Independent,C Balaji Independent,E Manikandan Independent,T Gopal Madhana Independent,Hussain Mohammed Independent,Muniyandi Independent,E Ravi Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
139,85,418,9,0,0,6,47,1,1,0,59,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,546,0,4,550,0
140,86,223,2,1,0,5,74,0,9,0,62,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,382,0,5,387,0
141,86A,267,0,0,0,2,66,2,9,0,35,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,1,388,0,1,389,0
142,87,206,2,0,0,7,67,2,9,0,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,347,0,5,352,0
143,87A,267,3,0,1,6,69,3,6,0,40,2,0,0,0,1,3,4,1,3,0,0,0,1,0,0,1,411,0,4,415,0
144,88,266,2,0,0,4,47,2,9,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,3,390,0
145,88A,279,1,1,0,6,52,1,11,1,28,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,385,0,2,387,0
146,89,303,4,0,1,6,29,0,7,0,57,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,412,0,2,414,0
147,89A,340,4,0,1,5,35,1,10,0,43,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,445,0,1,446,0
148,90,482,3,0,1,1,100,2,8,0,92,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,694,0,8,702,0
149,91,117,1,1,0,5,136,0,12,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,311,0,10,321,0
150,91A,101,2,0,0,3,115,2,10,1,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,6,265,0,7,272,0
151,92,125,4,0,1,0,147,1,12,1,36,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,335,0,10,345,0
152,92A,131,2,0,0,2,138,1,21,0,29,0,0,0,0,2,0,1,1,1,0,0,0,2,1,0,2,334,0,8,342,0
153,93,265,3,0,2,7,151,0,20,0,56,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,511,0,8,519,0
154,94,397,16,0,1,3,51,2,12,0,63,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,551,0,6,557,0
155,95,352,13,0,0,1,22,0,10,0,41,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,441,0,5,446,0
156,95A,374,6,0,0,3,23,1,9,0,31,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,451,0,3,454,0
157,96,248,3,0,0,1,17,0,9,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,324,0,5,329,0
158,96A,331,7,0,0,0,19,0,8,1,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,399,0,0,399,0
159,97,317,5,0,0,0,26,0,7,0,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,393,0,0,393,0
160,97A,342,5,0,0,1,24,1,11,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,411,0,3,414,0
161,98,76,3,1,0,2,163,0,11,0,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,286,0,10,296,0
162,98A,54,2,2,0,7,133,0,9,2,12,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,13,239,0,6,245,0
163,99,154,1,0,1,9,245,0,18,0,26,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,14,474,0,9,483,0
164,100,175,2,0,1,9,104,0,13,0,35,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,344,0,7,351,0
165,100A,160,2,2,0,9,83,0,14,1,12,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,291,0,11,302,0
166,101,289,2,1,1,7,181,1,44,1,27,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,7,566,0,22,588,0
167,102,103,0,0,0,12,195,0,9,0,22,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4,349,0,10,359,0
168,102A,88,4,1,1,8,183,1,9,0,6,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,3,312,0,18,330,0
169,103,86,2,0,0,8,261,1,20,0,12,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,22,418,0,13,431,0
170,104,84,2,1,1,6,248,0,16,0,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,10,385,0,13,398,0
171,104A,87,4,0,1,3,217,0,16,3,9,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,12,357,0,10,367,0
172,105,201,0,0,1,6,84,0,7,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,319,0,8,327,0
173,105A,216,2,0,0,4,80,1,4,0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,322,0,6,328,0
174,106,112,2,0,0,2,167,0,11,0,32,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,330,0,14,344,0
175,106A,129,4,0,0,4,155,1,16,2,19,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,7,342,0,5,347,0
176,107,242,3,0,0,3,272,3,21,2,35,1,0,0,1,0,0,0,0,1,1,0,0,2,1,0,17,605,0,19,624,0
178,108A,148,6,1,0,6,106,0,25,1,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,318,0,2,320,0
179,109,62,0,0,0,6,202,0,14,3,11,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9,310,0,15,325,0
180,109A,62,1,1,2,3,205,2,10,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,299,0,6,305,0
181,110,294,5,1,0,6,76,5,24,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,442,0,13,455,0
182,111,156,4,0,0,6,86,1,23,0,18,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,300,0,5,305,0
183,111A,150,1,1,0,2,78,2,18,0,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272,0,4,276,0
