Sl. No,Polling Station No,Samaj Party Bahujan NAVLES . IAGIHTRAK S,SILABARASAN. M Thamizhagam Puthiya,SIVASAKTHIV EL.P Needhi Maiam Makkal,JUSTIN. A SIMON Tamilar Katchi Naam,THILAGABAM M A. Makkal Katchi Pattali,P RAGUPATHY. Katchi Makkal Puratchi Anaithu,JAYASEKARAN R . Party Inda My,A.S ANBU. Independent,M KARTHI. Independent,D SANKAR. Independent,SAVADAMUTH A U. Independent,SILAMBARASA P N. Independent,THILAGAVATH S Y. Independent,BALAMURUGA A N. Independent,R PALRAJ. Independent,MURUGANANT C HAM. Independent,VEERAMALAI. S Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
133,96M,1,309,0,5,6,23,47,4,0,0,0,0,0,0,0,0,0,0,0,0,395,0,2,397,0
134,96A(W),0,343,0,5,2,13,47,1,0,0,2,1,0,0,0,0,0,6,0,0,420,0,2,422,0
135,97,1,529,1,11,16,28,80,1,0,0,2,0,1,0,1,0,1,2,0,0,674,0,2,676,0
136,98,5,518,7,6,12,23,121,16,2,0,0,0,9,0,1,3,2,2,0,1,728,0,6,734,0
137,99M,0,274,0,3,4,24,57,4,0,0,0,1,1,0,0,0,0,2,0,0,370,0,4,374,0
138,99A(W),1,327,1,9,0,12,43,0,0,0,0,0,1,1,4,0,0,4,0,2,405,0,1,406,0
139,100M,1,285,2,2,4,23,118,6,0,0,0,0,4,1,0,0,0,1,1,0,448,0,4,452,0
140,100A(W),2,356,1,6,3,8,121,5,0,1,0,1,5,0,1,1,0,6,0,0,517,0,1,518,0
141,101,5,543,3,2,1,37,148,11,0,1,1,2,1,6,4,2,0,5,1,0,773,0,1,774,0
142,102,1,410,0,2,29,10,89,4,0,1,0,4,3,1,3,1,0,5,0,0,563,0,1,564,0
143,103M,1,317,0,8,1,30,85,4,0,0,0,0,1,4,1,0,0,2,0,0,454,0,5,459,0
144,103A(W),3,344,1,8,0,14,87,3,0,1,1,1,3,3,2,2,0,4,0,0,477,0,3,480,0
145,104,0,735,2,4,7,64,83,3,0,0,0,0,3,3,6,0,0,7,0,0,917,0,6,923,0
146,105,1,631,0,4,2,58,38,3,0,1,0,0,0,1,3,0,0,0,0,0,742,0,4,746,0
147,106,2,426,2,9,4,69,91,3,1,0,3,1,3,1,0,1,0,4,1,0,621,0,9,630,0
148,107,1,334,3,1,29,24,47,3,0,0,2,0,0,1,0,0,0,1,0,0,446,0,2,448,0
149,108M,0,276,0,0,6,179,31,0,0,0,1,0,0,1,0,0,0,1,0,0,495,0,4,499,0
150,108A(W),0,358,1,1,1,115,14,3,0,0,2,0,3,0,2,1,0,6,0,0,507,0,0,507,0
151,109,1,536,3,2,11,66,61,2,0,0,1,0,1,0,0,0,0,1,1,0,686,0,3,689,0
152,110,1,549,1,0,9,54,42,1,0,0,2,0,0,0,0,0,0,5,0,1,665,0,1,666,0
153,111M,0,358,0,2,6,33,37,0,0,0,0,0,0,13,0,0,0,2,0,0,451,0,2,453,0
154,111A(W),1,381,1,0,5,16,26,1,0,0,0,0,0,10,0,0,0,2,0,0,443,0,1,444,0
155,112,1,379,1,0,2,32,84,3,0,0,1,0,1,0,0,2,0,8,0,0,514,0,1,515,0
156,113,1,468,0,2,17,37,62,0,0,0,0,0,3,2,1,1,0,4,0,0,598,0,3,601,0
157,114,1,555,2,3,89,35,74,6,1,1,2,0,6,1,1,1,0,1,0,0,779,0,1,780,0
158,115M,0,383,3,2,1,37,22,2,0,0,1,0,0,0,0,0,0,3,0,0,454,0,0,454,0
159,115A(W),2,456,5,3,3,17,32,0,0,0,0,1,3,0,1,1,0,0,0,0,524,0,0,524,0
160,116,1,533,4,11,9,89,99,6,1,0,5,0,0,0,1,0,0,6,1,0,766,0,3,769,0
161,117M,3,327,0,5,5,77,69,2,0,0,2,0,0,0,0,0,0,1,0,0,491,0,3,494,0
162,117A(W),3,402,0,3,4,29,69,1,1,0,0,0,0,0,0,2,1,3,2,0,520,0,1,521,0
163,118,3,541,2,6,14,101,119,5,1,0,4,3,6,1,7,1,0,3,0,1,818,0,4,822,0
164,119,2,564,3,8,10,75,122,3,0,0,2,0,2,1,1,3,0,0,0,1,797,0,0,797,0
165,120M,0,329,1,5,14,63,31,2,1,1,0,1,1,38,0,1,0,1,0,0,489,0,2,491,0
166,120A(W),1,434,0,0,10,43,39,0,0,0,0,0,0,10,0,0,0,1,0,0,538,0,2,540,0
167,121M,1,235,1,3,1,137,82,1,1,0,3,0,1,0,1,4,0,3,0,0,474,0,1,475,0
168,121A(W),0,279,1,4,1,103,75,4,0,0,7,2,2,0,2,1,1,3,0,0,485,0,4,489,0
169,122,2,340,3,13,0,106,113,6,1,0,2,0,2,1,1,4,0,2,0,0,596,0,8,604,0
170,123,4,442,6,9,4,173,105,1,0,0,4,2,2,2,1,3,2,2,0,1,763,0,4,767,0
171,124M,1,233,0,2,1,127,62,3,0,0,1,2,0,0,1,0,0,1,0,0,434,0,0,434,0
172,124A(W),1,292,2,2,3,90,43,6,0,0,2,0,1,1,0,1,0,3,0,0,447,0,1,448,0
173,125,5,575,3,3,4,31,144,3,1,0,0,0,6,0,3,3,2,3,1,0,787,0,3,790,0
174,126,0,511,6,3,1,45,134,4,2,1,1,0,4,3,1,2,0,0,1,0,719,0,4,723,0
175,127,0,563,1,3,15,20,118,3,0,0,1,0,2,3,0,0,0,0,0,1,730,0,8,738,0
176,128,3,393,3,6,3,94,114,8,0,0,1,2,4,0,1,2,1,3,0,1,639,0,3,642,0
177,129,0,495,0,3,8,51,94,6,0,0,0,0,4,2,2,3,0,0,1,0,669,0,6,675,0
178,130,3,554,1,4,3,40,98,4,0,0,2,0,3,16,1,1,1,18,0,2,751,0,3,754,0
179,131,4,223,2,3,1,20,64,4,0,1,0,0,0,4,3,0,0,3,0,0,332,0,2,334,0
