Sl. No,Polling Station No,R.THIRUMENeedhi Makkal )( MNM,S.PURACHIBALAN r )( AIADMK,S.MUNIARAJU Makkal Kazagam Amma )( AMMK,SUBBIAH ALAGU C. )( IND,M.KARTHICK )( IND,emaN srotcelE R.SUNDARAM )( IND,LARENEG eht K.SELVAKUMAR )( IND,S M.SELVAKUMAR )( IND,ALNT S.SELVAKUMAR )( IND,TRAP M.SELVAKUMAR )( IND,I mayamurihT,K.SELVAKUMAR )( IND,M.SELVAKUMAR )( IND,DURAIRAJAN M. )( IND,PALANIYAPPAN R. )( IND,S.MANIKANDAN )( IND,AL.MATHIALAGAN )( IND,@ MUTHUADAIKKAN ADAIKKALAM )( IND,r )(,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
115,96,144,218,2,0,13,0,1,0,0,0,0,1,1,0,1,152,1,1,0,1,0,0,536,0,3,539,0
116,97,235,244,3,0,26,5,1,11,0,1,0,0,0,5,3,45,0,2,0,2,0,0,583,0,0,583,0
117,98,273,232,2,2,19,8,0,0,2,0,0,2,1,2,4,128,0,0,0,1,0,0,676,0,1,677,0
118,99M,45,77,1,0,7,0,0,8,0,0,0,0,0,0,1,321,1,0,0,0,0,0,461,0,0,461,0
119,99A(W),45,100,2,1,7,0,0,2,0,0,0,1,2,0,0,294,5,1,0,0,0,0,460,0,2,462,0
120,100,145,196,1,2,12,0,0,8,4,0,0,0,0,1,1,394,0,2,0,3,0,1,770,0,6,776,0
121,101,129,111,0,1,13,0,0,6,0,0,0,0,1,0,1,334,2,0,0,0,0,1,599,0,2,601,0
122,102,58,110,0,0,10,0,1,6,1,0,0,0,0,1,0,315,0,0,0,0,0,0,502,0,0,502,0
123,103,206,273,1,1,37,2,1,10,0,0,0,0,0,0,0,28,2,0,0,0,0,0,561,0,1,562,0
124,104,331,238,3,0,53,6,0,22,0,0,0,0,0,0,0,4,2,0,0,2,1,0,662,0,3,665,0
125,105,210,114,0,0,31,1,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,373,0,1,374,0
126,106,361,240,8,1,49,3,0,16,0,0,1,0,0,0,0,81,3,1,1,0,0,0,765,0,1,766,0
127,107,206,183,0,0,19,0,0,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,416,0,1,417,0
128,108,133,165,1,0,34,3,0,2,1,0,1,0,0,0,1,51,2,0,0,0,0,0,394,0,1,395,0
129,109,179,109,2,0,31,5,0,1,0,0,0,0,0,0,0,16,0,4,0,0,0,0,347,0,0,347,0
130,110M,145,200,1,0,19,3,0,1,0,0,0,0,0,2,0,19,0,0,0,0,0,0,390,0,2,392,0
131,110A(W),191,238,1,1,17,1,0,1,0,0,0,0,0,1,0,17,0,3,0,0,0,0,471,0,1,472,0
132,111,119,154,0,0,10,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,287,0,0,287,0
133,112,145,198,2,0,21,4,0,0,0,0,0,0,0,0,0,108,1,0,0,0,0,0,479,0,2,481,0
134,112A,204,110,1,3,33,3,0,0,2,0,0,0,0,1,2,18,1,1,1,0,0,0,380,0,1,381,0
135,113,180,368,3,0,36,4,1,1,1,0,2,0,0,1,5,52,2,3,0,0,0,0,659,0,2,661,0
136,114,165,280,2,0,30,2,0,12,0,0,0,0,0,0,4,107,1,2,0,0,0,0,605,0,1,606,0
137,115,127,129,0,0,16,9,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,285,0,2,287,0
138,116,203,209,1,0,26,11,0,5,1,0,0,0,0,0,0,25,1,0,0,0,0,0,482,0,1,483,0
139,117,197,194,0,0,19,2,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,418,0,1,419,0
140,117A,136,222,4,3,21,5,1,1,0,0,0,1,0,2,2,110,1,0,0,0,0,0,509,0,1,510,0
141,118,206,270,3,0,25,1,0,5,3,0,1,0,0,0,1,26,0,1,0,0,0,2,544,0,4,548,0
142,119,311,327,2,0,32,5,0,6,1,2,1,0,0,1,0,72,1,5,1,0,0,0,767,0,5,772,0
143,120,338,301,8,5,79,3,0,5,0,1,1,1,1,0,3,8,4,1,2,1,0,0,762,0,4,766,0
144,121,225,215,0,2,44,11,0,3,3,0,0,0,0,1,2,41,0,1,0,0,0,0,548,0,8,556,0
145,122,190,183,1,0,27,4,1,1,2,0,0,0,0,2,2,92,3,0,0,0,0,0,508,0,2,510,0
